"","Month.Created","Date.Created","Time.Created","Syncing.Date","Latitude","Longitude","ParentCode","AnswerCode","RegionName","ProjectName","UserName","FormName","SpeciesName","WardLocation","GpsDeleted","region","cause","dimensions","severity","status","vet.score","owner.score","vet.initials","lesion.photo","comments","Month.Created.x","Date.Created.x","Time.Created.x","Syncing.Date.x","Latitude.x","Longitude.x","RegionName.x","ProjectName.x","UserName.x","FormName.x","SpeciesName.x","WardLocation.x","GpsDeleted.x","ownerID","gender","age","primary.work.type","working_hours.x","working_days","stress.hours.x","rest.periods","presentation.reason","other.presentation.description","health.issues","other.illness.description","BCS","coat.condition","demenour","hydration.status","ocular.disch.status","nasal.disch.status","vulva.penile.disch","ecto.status","diarrhoea.status","cheek.palp.status","cheek.palp.description","heat.stroke.status","lesion.status","tx.given","Lesion.form","comments.x","lameness.status","lameness.severity","secondary.purpose","health.status","discharge_definition","Month.Created.y","Date.Created.y","Time.Created.y","Syncing.Date.y","Latitude.y","Longitude.y","AnswerCode.y","RegionName.y","ProjectName.y","UserName.y","FormName.y","SpeciesName.y","WardLocation.y","GpsDeleted.y","consent.status","owner_gender","total.donkeys.owned","reason.for.coming","number.vaccs","number.worming","number.castration","sex.donkeys.owned","male.total.owned","female.total.owned","individual.donkey.form.status","individual.form.number","comments.y","owner.village","total.number.owned","owner_age","primary_work_type","secondary_work","working_hours.y","days.per.week.worked","stress.hours.y","rest_period_number"
"11","Apr","25/04/2017","8:42 AM","25/04/2017 06:31",11.3749928,76.7570594,"E-250417083726-86-8","D-250417084216-86-11","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","ooty","No","1 muzzle","mutilation(nose split)","4","mutilation","scar","1 minor","1 minor","a","parentAnimalId_animalId_1493089967750.jpg",NA,"Apr","25/04/2017","8:37 AM","25/04/2017 06:31",11.3749928,76.7570594,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","ooty","No","1","stallion","6m to 3y","pack","less than 4h",1,"no","1","worming","","wounds,worms","",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-250417084216-86-11,D-250417084250-86-12,D-250417084348-86-13","","not lame","",NA,NA,NA,"Apr","24/04/2017","10:03 AM","25/04/2017 06:31",11.3749928,76.7570594,"D-240417100315-86-4","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","ooty","No","consent given","male",48,"worming,treatment,other(study)",NA,40,NA,"male,female",10,38,"yes",5,NA," Mutharapalada",NA,NA,NA,NA,NA,NA,NA,NA
"12","Apr","25/04/2017","8:42 AM","25/04/2017 06:31",11.3749928,76.7570594,"E-250417083726-86-8","D-250417084250-86-12","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","ooty","No","2 head","mutilation(ear split)","5","mutilation","exudative","1 minor","1 minor","a","parentAnimalId_animalId_1493090026192.jpg",NA,"Apr","25/04/2017","8:37 AM","25/04/2017 06:31",11.3749928,76.7570594,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","ooty","No","1","stallion","6m to 3y","pack","less than 4h",1,"no","1","worming","","wounds,worms","",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-250417084216-86-11,D-250417084250-86-12,D-250417084348-86-13","","not lame","",NA,NA,NA,"Apr","24/04/2017","10:03 AM","25/04/2017 06:31",11.3749928,76.7570594,"D-240417100315-86-4","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","ooty","No","consent given","male",48,"worming,treatment,other(study)",NA,40,NA,"male,female",10,38,"yes",5,NA," Mutharapalada",NA,NA,NA,NA,NA,NA,NA,NA
"13","Apr","25/04/2017","8:43 AM","25/04/2017 06:31",11.3749928,76.7570594,"E-250417083726-86-8","D-250417084348-86-13","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","ooty","No","5 midsection","bite","1","superficial","granulation","1 minor","1 minor","a","parentAnimalId_animalId_1493090079430.jpg",NA,"Apr","25/04/2017","8:37 AM","25/04/2017 06:31",11.3749928,76.7570594,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","ooty","No","1","stallion","6m to 3y","pack","less than 4h",1,"no","1","worming","","wounds,worms","",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-250417084216-86-11,D-250417084250-86-12,D-250417084348-86-13","","not lame","",NA,NA,NA,"Apr","24/04/2017","10:03 AM","25/04/2017 06:31",11.3749928,76.7570594,"D-240417100315-86-4","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","ooty","No","consent given","male",48,"worming,treatment,other(study)",NA,40,NA,"male,female",10,38,"yes",5,NA," Mutharapalada",NA,NA,NA,NA,NA,NA,NA,NA
"14","Apr","25/04/2017","8:52 AM","25/04/2017 06:31",11.3749928,76.7570594,"E-250417084443-86-9","D-250417085245-86-14","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","ooty","No","5 midsection","other(gunny bag)","30x20","alopecia","scar","1 minor","1 minor","a","parentAnimalId_animalId_1493090609616.jpg",NA,"Apr","25/04/2017","8:44 AM","25/04/2017 06:31",11.3749928,76.7570594,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","ooty","No",NA,"stallion","6m to 3y","pack","less than 4h",1,"no","1","worming","","other","alopecia",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-250417085245-86-14","","not lame","",NA,NA,NA,"Apr","28/04/2017","11:17 AM","29/04/2017 04:24",12.51867873,78.03115137,"D-280417111745-86-40","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"female",NA,5,"none",NA,NA,"rayakottai",NA,NA,NA,NA,NA,NA,NA,NA
"15","Apr","25/04/2017","9:01 AM","25/04/2017 06:31",11.3749928,76.7570594,"E-250417085804-86-12","D-250417090122-86-15","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","ooty","No","1 muzzle","mutilation(nose split)","4","mutilation","scar","1 minor","1 minor","a","",NA,"Apr","25/04/2017","8:58 AM","25/04/2017 06:31",11.3749928,76.7570594,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","ooty","No",NA,"mare","3y to 10y","pack","less than 4h",0,"no","full rest","other","stydy","other","mutilation",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","other(no tx)","D-250417090122-86-15","","not lame","",NA,NA,NA,"Apr","28/04/2017","11:17 AM","29/04/2017 04:24",12.51867873,78.03115137,"D-280417111745-86-40","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"female",NA,5,"none",NA,NA,"rayakottai",NA,NA,NA,NA,NA,NA,NA,NA
"16","Apr","25/04/2017","9:05 AM","25/04/2017 06:31",11.3749928,76.7570594,"E-250417090722-86-14","D-250417090515-86-17","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","ooty","No","1 muzzle","mutilation(nose split)","4","mutilation","scar","1 minor","1 minor","a","",NA,"Apr","25/04/2017","9:07 AM","25/04/2017 06:31",11.3749928,76.7570594,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","ooty","No","1","mare","3y to 10y","pack","less than 4h",1,"no","1","worming","","other","healthy",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-250417090515-86-17","","not lame","",NA,NA,NA,"Apr","24/04/2017","10:03 AM","25/04/2017 06:31",11.3749928,76.7570594,"D-240417100315-86-4","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","ooty","No","consent given","male",48,"worming,treatment,other(study)",NA,40,NA,"male,female",10,38,"yes",5,NA," Mutharapalada",NA,NA,NA,NA,NA,NA,NA,NA
"17","Oct","03/10/2016","2:26 PM","26/04/2017 15:12",12.313077,78.28499713,"E-031016141919-86-17","D-031016142655-86-19","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","7 legs","restraint","2x2","alopecia","scar","1 minor","1 minor","a","",NA,"Oct","03/10/2016","2:19 PM","26/04/2017 15:12",12.313077,78.28499713,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","3","stallion","6m to 3y","pack","less than 4h",1,"no","5","worming","","other","good",2,"unhealthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-031016142655-86-19","","not lame","",NA,NA,NA,"Oct","03/10/2016","1:53 PM","26/04/2017 15:12",12.31306135,78.28536499,"D-031016135344-86-3","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming,treatment",NA,5,NA,"male",5,NA,"yes",1,NA,"kudimenahalli",NA,NA,NA,NA,NA,NA,NA,NA
"18","Oct","03/10/2016","2:46 PM","26/04/2017 15:12",12.31545864,78.28512423,"E-031016143907-86-20","D-031016144622-86-20","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","6 hindquarters","mutilation(branding)","20x1","mutilation","scar","1 minor","1 minor","a","parentAnimalId_animalId_1475486223311.jpg",NA,"Oct","03/10/2016","2:39 PM","26/04/2017 15:12",12.31545864,78.28512423,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","4","stallion","3y to 10y","pack","4h to 8h",7,"no","3","worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-031016144622-86-20","","not lame","",NA,NA,NA,"Oct","03/10/2016","2:11 PM","26/04/2017 15:12",12.31544042,78.28508082,"D-031016141110-86-4","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"male",5,NA,"yes",0,NA,"kudimenahalli",NA,NA,NA,NA,NA,NA,NA,NA
"19","Oct","03/10/2016","2:59 PM","26/04/2017 15:12",12.31552102,78.28515536,"E-031016145442-86-24","D-031016145951-86-21","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","2 head","mutilation(ear split)","4","mutilation","scar","1 minor","1 minor","a","parentAnimalId_animalId_1475487049889.jpg",NA,"Oct","03/10/2016","2:54 PM","26/04/2017 15:12",12.31552102,78.28515536,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","5","stallion","6m to 3y","pack","less than 4h",1,"no","6","vacc,worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-031016145951-86-21","","not lame","",NA,NA,NA,"Oct","03/10/2016","2:57 PM","26/04/2017 15:12",12.31583632,78.28394526,"D-031016145737-86-6","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",5,"worming",NA,5,NA,"male",5,NA,"yes",0,NA,"kudimenahalli",NA,NA,NA,NA,NA,NA,NA,NA
"20","Oct","03/10/2016","3:27 PM","26/04/2017 15:12",12.44963388,78.20419173,"E-031016152337-86-68","D-031016152700-86-32","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","3 neck","bite","5","alopecia","scar","1 minor","1 minor","a","parentAnimalId_animalId_1475488653866.jpg",NA,"Oct","03/10/2016","3:23 PM","26/04/2017 15:12",12.44963388,78.20419173,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","13","stallion","6m to 3y","pack","4h to 8h",4,"no","5","vacc,worming","","other","good",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-031016175031-86-31,D-031016152700-86-32","","not lame","",NA,NA,NA,"Oct","03/10/2016","3:18 PM","26/04/2017 15:12",12.44962171,78.20416887,"D-031016151801-86-13","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",3,"vacc,worming",3,3,NA,"male",3,NA,"yes",0,NA,"kalveli",NA,NA,NA,NA,NA,NA,NA,NA
"21","Oct","03/10/2016","3:34 PM","26/04/2017 15:12",12.44968558,78.20422348,"E-031016153105-86-71","D-031016153431-86-33","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey lesion form","Donkey","krishnagiri","No","7 legs","restraint","4","superficial","granulation","1 minor","1 minor","a","parentAnimalId_animalId_1475489169667.jpg",NA,"Oct","03/10/2016","3:31 PM","26/04/2017 15:12",12.44968558,78.20422348,"Nilgiris","ITC Donkey Clinics","EmmaRayner","Equine assessment form 1","Donkey","krishnagiri","No","14","stallion","3y to 10y","pack","4h to 8h",4,"no","5","vacc,worming","","wounds","",3,"healthy","alert","normal","no occ","no nasal","no vulvpen disch","absent","no diarr","cheek norm",NA,"no heat stroke","yes lesions","ivermec","D-031016153431-86-33","","not lame","",NA,NA,NA,"Oct","03/10/2016","3:32 PM","26/04/2017 15:12",12.44963063,78.20416787,"D-031016153210-86-14","Nilgiris","ITC Donkey Clinics","EmmaRayner","Donkey clinic records 1","Donkey","krishnagiri","No","consent given","male",4,"vacc,worming",3,4,NA,"male",4,NA,"yes",0,NA,"kalveli",NA,NA,NA,NA,NA,NA,NA,NA
